run,pair_name,signal_name,expression,primary_mechanism,expected_sign,generation,hypothesis,confidence,coder_a,coder_b,coder_a_confidence,coder_b_confidence,adjudicated,adjudicator_confidence,record_id
B2,profit_finance,Distributions Funded By Borrowing Not Earnings,"MIN(IND_ZSCORE(WINSOR(RATIO(ADD(dvt, prstkc), at), 1)), MIN(IND_ZSCORE(WINSOR(GROWTH(ADD(dltt, dlc), 1), 1)), IND_ZSCORE(WINSOR(NEG(MA(RATIO(oancf, at), 3)), 1))))",fixed_commitment_coverage,negative,5,"The clearest case of financing behavior masking weakness is a firm distributing heavily to shareholders while expanding its debt and generating little operating cash; the payout maintains the appearance of health, the borrowing pays for it, and the deterioration surfaces only when credit tightens.",4,fixed_commitment_coverage,fixed_commitment_coverage,4,4,false,,m02438
B2,profit_finance,Funding Autonomy At A Multi Year High,"TS_RANK(RATIO(SUB(oancf, dlc), ADD(ABS(oancf), ADD(dlc, 1))), 5)",financing_stability_and_access,positive,5,"Business models differ permanently in how much short-dated financing they carry, so the priced information is not where a firm sits in the cross-section but where it sits against its own funding history: a firm whose cash-versus-maturities position is at a five-year high has just escaped creditor dependence, an event the market recognizes slowly because it appears nowhere in earnings.",5,financing_stability_and_access,financing_stability_and_access,5,5,false,,m02439
B2,profit_finance,Recurring Fixed Charge Coverage,"RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ABS(MA(oancf, 3)), ADD(ADD(xint, dvt), 1)))",fixed_commitment_coverage,positive,5,"Maturing principal is lumpy and often refinanced automatically, but interest and dividends are recurring commitments that must be paid every year from operations; firms whose normalized cash flow comfortably exceeds this recurring charge have real discretionary capacity, while firms that barely cover it are one bad year from a dividend cut or a covenant problem.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02440
B2,profit_finance,Self Funded Innovation With Capital Return,"MIN(IND_ZSCORE(WINSOR(RATIO(COALESCE(xrd, 0), sale), 1)), IND_ZSCORE(WINSOR(RATIO(SUB(ADD(prstkc, dvt), ADD(sstk, dltis)), at), 1)))",cash_generative_capital_return,positive,5,"A firm that sustains heavy research spending and still returns capital net of all issuance is generating far more cash than its reported earnings suggest, because R&D is expensed; the market anchors on the depressed earnings and misses that the firm is simultaneously funding its future and paying owners.",5,cash_generative_capital_return,cash_generative_capital_return,5,5,false,,m02441
B2,profit_finance,Stress Test Of Interest And Maturities,"RATIO(SUB(SUB(TS_MIN(oancf, 3), xint), dlc), ADD(ABS(TS_MIN(oancf, 3)), ADD(ADD(dlc, xint), 1)))",fixed_commitment_coverage,positive,5,"The full creditor claim on a firm's cash in any given year is interest plus maturing principal, and the binding question is whether the firm can meet that claim in a bad year of its own cash generation; firms clearing this combined stress test never negotiate from weakness, while firms failing it face either dilution or forced deleveraging.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02442
B2,profit_finance,Debt Amortization Capacity From Free Cash,"RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ADD(dltt, dlc), ABS(SUB(MA(oancf, 3), ADD(xint, dvt)))))",fixed_commitment_coverage,positive,6,"The cash a firm keeps after interest and dividends is the only cash available to retire debt, so expressing that residual as a fraction of the debt stock measures how quickly the firm could extinguish creditor claims entirely; firms that could self-liquidate their debt in a few years hold real strategic optionality, while firms whose residual is trivial against their debt are permanently financed by lenders.",4,fixed_commitment_coverage,fixed_commitment_coverage,4,4,false,,m02443
B2,profit_finance,Discretionary Versus Contractual Charge Mix,"MUL(RANK(MA(RATIO(oancf, at), 3)), ZSCORE(WINSOR(RATIO(SUB(dvt, xint), ADD(ADD(dvt, xint), 1)), 1)))",payout_flexibility_mix,positive,6,"Two cash generators with identical fixed-charge coverage differ fundamentally in flexibility: one whose charges are mostly dividends can suspend them at will, while one whose charges are mostly interest is contractually bound and defaults if it fails, so for equal cash generation the dividend-weighted firm carries a lower true risk that the market does not distinguish.",5,payout_flexibility_mix,payout_flexibility_mix,5,5,false,,m02444
B2,profit_finance,Funds From Operations Fixed Charge Coverage,"RATIO(SUB(MA(ADD(ib, dp), 3), ADD(xint, dvt)), ADD(ABS(MA(ADD(ib, dp), 3)), ADD(ADD(xint, dvt), 1)))",fixed_commitment_coverage,positive,6,"The economic content of fixed-charge coverage is whether the business throws off enough recurring internal funds to service its recurring claims, and funds from operations — income plus depreciation — measures that as well as the cash-flow statement does while being observable for far more firms and far earlier years.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02445
B2,profit_finance,Repurchases Backed By Discretionary Surplus,"MIN(IND_ZSCORE(WINSOR(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), at), 1)), IND_ZSCORE(WINSOR(RATIO(prstkc, at), 1)))",cash_generative_capital_return,positive,6,A repurchase is credible evidence of underpriced cash generation only when the firm also has substantial cash left after servicing creditors and maintaining its dividend; buybacks by firms with no discretionary surplus are financed by borrowing or by starving other claims and carry no positive information.,5,cash_generative_capital_return,cash_generative_capital_return,5,5,false,,m02446
B2,profit_finance,Rising Interest Burden Against Post Dividend Cash,"RATIO(DELTA(xint, 1), ADD(ABS(MA(SUB(oancf, dvt), 3)), 1))",fixed_commitment_coverage,negative,6,"An increase in the contractual interest bill is an unambiguous tightening of the claim on future cash, and it is dangerous in proportion to how little cash remains after the firm has paid the dividend it is reluctant to cut; firms whose interest burden is growing fast relative to post-dividend cash are pre-committing cash they may not have.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02447
B2,profit_finance,Standard Deviations Of Fixed Charge Cushion,"WINSOR(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(VOL(oancf, 5), 1)), 1)",fixed_commitment_coverage,positive,6,"What determines whether recurring commitments become binding is the size of the cash cushion measured in units of the firm's own cash-flow uncertainty: a modest surplus is perfectly safe for a utility-like cash stream and perilously thin for a cyclical one, so the priced quantity is a distance-to-shortfall, not a scaled surplus.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02448
B2,profit_finance,Capital Return Into A Cash Flow Downturn,"MIN(IND_ZSCORE(WINSOR(NEG(DELTA(RATIO(oancf, at), 1)), 1)), IND_ZSCORE(WINSOR(RATIO(SUB(ADD(prstkc, dvt), ADD(sstk, dltis)), at), 1)))",cash_generative_capital_return,positive,7,"Returning capital is cheap talk in a good year and highly informative in a bad one: a firm that keeps buying back stock and paying dividends net of all issuance while its operating cash flow is falling is telling the market that management regards the decline as temporary and the shares as cheap, and this defiant signal is systematically underweighted because the visible news is the deterioration.",5,cash_generative_capital_return,cash_generative_capital_return,5,5,false,,m02449
B2,profit_finance,Persistent Fixed Charge Coverage Regime,"MA(RATIO(SUB(oancf, ADD(xint, dvt)), ADD(ABS(oancf), ADD(ADD(xint, dvt), 1))), 5)",fixed_commitment_coverage,positive,7,"Financial slack is valuable only if it is structural; a firm that has cleared its recurring obligations comfortably in each of the last five years operates a business model that generates surplus in all states, whereas a firm whose current coverage is high after several thin years is merely enjoying a good patch.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02450
B2,profit_finance,Post Commitment Free Cash Margin,"RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(MA(sale, 3), 1))",fixed_commitment_coverage,positive,7,"The cash a business retains after paying creditors and shareholders, expressed per dollar of revenue, is the purest measure of how much surplus the operating model actually throws off; two firms with the same coverage ratio differ economically if one earns that surplus on a thin revenue base and the other on a large one.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02451
B2,profit_finance,Self Funded Surplus After All Capital Flows,"WINSOR(RATIO(SUB(SUB(MA(oancf, 3), ADD(xint, dvt)), SUB(dltis, dltr)), ADD(at, 1)), 1)",fixed_commitment_coverage,positive,7,"A firm is genuinely self-funding only if its operating cash covers interest, the dividend, and its debt amortization without recourse to new borrowing; measuring that residual per dollar of assets identifies firms accumulating real slack, while firms that appear to cover their charges only because they issued fresh debt are correctly pushed to the bottom.",4,fixed_commitment_coverage,fixed_commitment_coverage,4,4,false,,m02452
B2,profit_finance,Uncovered Commitments Met By New Capital,"MIN(IND_ZSCORE(WINSOR(NEG(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ABS(MA(oancf, 3)), ADD(ADD(xint, dvt), 1)))), 1)), IND_ZSCORE(WINSOR(RATIO(ADD(sstk, dltis), at), 1)))",fixed_commitment_coverage,negative,7,"The failure mode the theme predicts is a firm whose operations do not cover its recurring obligations and which therefore turns to the capital markets to bridge the gap; such firms are financing yesterday's promises with tomorrow's dilution, and their apparent access to funding masks a deteriorating franchise.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02453
B2,profit_finance,Worst Year Coverage Of The Dividend,"RATIO(SUB(TS_MIN(oancf, 3), dvt), ADD(ABS(TS_MIN(oancf, 3)), ADD(dvt, 1)))",fixed_commitment_coverage,positive,7,"A dividend is the one claim management is most reluctant to break, so its safety should be judged against the firm's worst recent year of operating cash flow; firms whose bad-year cash still clears the dividend have genuine flexibility, while firms whose dividend exceeds bad-year cash have pre-committed their downside and must borrow or cut.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02454
B2,profit_finance,Broad Sample Fixed Charge Coverage,"RATIO(SUB(MA(COALESCE(oancf, ADD(ib, dp)), 3), ADD(xint, dvt)), ADD(ABS(MA(COALESCE(oancf, ADD(ib, dp)), 3)), ADD(ADD(xint, dvt), 1)))",fixed_commitment_coverage,positive,8,"Internal cash available to service recurring commitments is the same economic quantity whether it is read off the cash-flow statement or approximated by income plus depreciation, so the coverage measure should be computed on whichever series the firm reports and evaluated on the union of both samples.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02455
B2,profit_finance,Commitment Coverage Net Of External Raising,"SUMRANK(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ABS(MA(oancf, 3)), ADD(ADD(xint, dvt), 1))), NEG(RATIO(ADD(sstk, dltis), at)))",fixed_commitment_coverage,positive,8,"The theme's two poles are a firm that covers all capital-provider claims from operations and raises nothing, versus a firm that fails to cover them and bridges the gap in the capital markets; a single score that adds coverage strength to financing restraint spans that full spectrum instead of describing only one end.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02456
B2,profit_finance,Coverage Drawdown Over Five Years,"SUB(MA(RATIO(SUB(oancf, ADD(xint, dvt)), ADD(ABS(oancf), ADD(ADD(xint, dvt), 1))), 5), TS_MIN(RATIO(SUB(oancf, ADD(xint, dvt)), ADD(ABS(oancf), ADD(ADD(xint, dvt), 1))), 5))",financing_stability_and_access,negative,8,"The instability of a firm's funding position is priced separately from its level: a firm whose commitment coverage has swung far below its own norm at some point in the last five years has demonstrated that its surplus is cyclical and can disappear, and such firms must maintain precautionary access to capital markets that stable-coverage firms never need.",5,financing_stability_and_access,financing_stability_and_access,5,5,false,,m02457
B2,profit_finance,Falling Commitment Burden Per Cash Flow,"WINSOR(NEG(DELTA(RATIO(ADD(xint, dvt), ADD(ABS(MA(oancf, 3)), 1)), 1)), 1)",fixed_commitment_coverage,positive,8,"Firms actively reducing the share of their normalized cash flow that is pre-committed to interest and dividends are converting operating strength into financial freedom, whether by retiring debt, refinancing cheaper, or resisting payout escalation, and the resulting increase in discretionary cash is recognized only slowly.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02458
B2,profit_finance,Post Commitment Surplus Above Own Norm,"WINSOR(SUB(RATIO(SUB(oancf, ADD(xint, dvt)), ADD(at, 1)), MA(RATIO(SUB(oancf, ADD(xint, dvt)), ADD(at, 1)), 5)), 1)",fixed_commitment_coverage,positive,8,"A firm's normal level of financial slack is well known and largely priced, so the informative event is an improvement in slack relative to its own five-year norm — the year in which a business starts generating materially more cash than its commitments require signals a change in operating economics that the market has not yet extrapolated.",4,fixed_commitment_coverage,financing_stability_and_access,4,4,true,4,m02459
B2,profit_finance,Rigid Claims Covered Plus Flexible Return,"SUMRANK(RATIO(SUB(TS_MIN(oancf, 3), dvt), ADD(ABS(TS_MIN(oancf, 3)), ADD(dvt, 1))), RATIO(prstkc, ADD(at, 1)))",payout_flexibility_mix,positive,8,"The two shareholder-payout channels carry opposite information about safety and should enter with the same sign only if they are treated differently: the dividend is a rigid claim whose danger is measured against bad-year cash, while the buyback is a discretionary act that only firms with genuine surplus undertake, so the strongest firms clear the rigid claim in a bad year *and* return additional cash through the flexible channel.",4,payout_flexibility_mix,payout_flexibility_mix,4,5,false,,m02460
B2,profit_finance,Accumulated Five Year Retained Surplus,"WINSOR(RATIO(TS_SUM(SUB(oancf, ADD(xint, dvt)), 5), ADD(at, 1)), 1)",fixed_commitment_coverage,positive,9,"What ultimately matters is the stock of cash a business has generated and kept after paying all recurring claims over a full cycle, relative to the assets employed; that accumulated surplus is the raw material for future distributions and acquisitions, and its magnitude — not merely the sign of a coverage ratio — is what the market fails to extrapolate.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02461
B2,profit_finance,Broad Sample Worst Year Charge Coverage,"RATIO(SUB(TS_MIN(COALESCE(oancf, ADD(ib, dp)), 3), ADD(xint, dvt)), ADD(ABS(TS_MIN(COALESCE(oancf, ADD(ib, dp)), 3)), ADD(ADD(xint, dvt), 1)))",fixed_commitment_coverage,positive,9,"Recurring claims must be met in bad years as well as good ones, and the internal cash available to meet them is the same economic quantity whether reported on the cash-flow statement or approximated by income plus depreciation; the firm whose weakest recent year still cleared interest and dividends is the one with genuine, unconditional financial autonomy.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02462
B2,profit_finance,Consolidated Autonomy And Capital Return Score,"SUMRANK(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ABS(MA(oancf, 3)), ADD(ADD(xint, dvt), 1))), SUMRANK(NEG(RATIO(ADD(sstk, dltis), at)), RATIO(prstkc, ADD(at, 1))))",cash_generative_capital_return,positive,9,"The theme's complete story has three observable components — the firm covers its recurring claims from operations, it takes nothing from the capital markets, and it voluntarily returns cash through the discretionary channel — and a firm satisfying all three is the clearest case of underpriced cash generation, while its opposite is the clearest case of concealed funding need.",3,cash_generative_capital_return,cash_generative_capital_return,3,4,false,,m02463
B2,profit_finance,Coverage Of Recurring And Maturing Claims,"RATIO(SUB(SUB(MA(oancf, 3), ADD(xint, dvt)), dlc), ADD(ABS(MA(oancf, 3)), ADD(ADD(ADD(xint, dvt), dlc), 1)))",fixed_commitment_coverage,positive,9,"A firm needs nothing from any capital provider only when its operating cash covers interest, the dividend, and the principal falling due within the year; measures that omit one class overstate autonomy for firms that are quietly rolling maturities or quietly under-distributing.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02464
B2,profit_finance,Self Funded Expansion,"MIN(IND_ZSCORE(WINSOR(RATIO(SUB(MA(oancf, 3), ADD(xint, dvt)), ADD(ABS(MA(oancf, 3)), ADD(ADD(xint, dvt), 1))), 1)), IND_ZSCORE(WINSOR(TREND(RATIO(sale, at), 5), 1)))",externally_financed_growth_quality,positive,9,"A firm that is expanding its revenue per dollar of assets while still covering interest and dividends entirely from operations is compounding without any help from capital markets; growth financed internally is durable, whereas the market treats growth as uniformly capital-hungry and therefore underprices the firms that need no funding to achieve it.",5,externally_financed_growth_quality,externally_financed_growth_quality,5,5,false,,m02465
B2,profit_finance,Surplus After Commitments And Asset Replacement,"RATIO(SUB(SUB(MA(oancf, 3), ADD(xint, dvt)), MA(dp, 3)), ADD(ABS(MA(oancf, 3)), ADD(ADD(ADD(xint, dvt), MA(dp, 3)), 1)))",fixed_commitment_coverage,positive,9,"Cash left after interest and dividends overstates true discretionary surplus for capital-intensive firms, because a portion must be reinvested simply to replace worn-out assets; deducting depreciation as the maintenance requirement identifies firms whose surplus is genuinely free rather than already owed to the asset base.",5,fixed_commitment_coverage,fixed_commitment_coverage,5,5,false,,m02466
B2,profit_intangible,Organic Intangible Base Of Profitable Firms,"MUL(IND_RANK(MA(RATIO(oiadp, at), 3)), IND_ZSCORE(SUB(RATIO(TS_SUM(COALESCE(xrd, 0), 5), at), RATIO(COALESCE(gdwl, 0), at))))",organic_self_built_intangibles,positive,0,"Only internally generated intangible capital is off the balance sheet; acquired goodwill is already booked (and often overpaid for). Profitable firms whose intangible base is organic R&D rather than goodwill are therefore the most underpriced, while goodwill-heavy profitable acquirers should rank worst.",5,organic_self_built_intangibles,organic_self_built_intangibles,5,5,false,,m02467
B2,profit_intangible,Persistently Profitable Innovator,"MUL(TS_SUM(INDICATOR(RATIO(ib, at), 0), 5), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",validated_intangible_payback,positive,0,"Intangible intensity is rewarded only when profitability has been repeatedly demonstrated; the count of profitable years over five years is the cleanest validation that the expensed investment base is productive, so persistent profitability times intangible intensity identifies the underpriced group.",5,validated_intangible_payback,validated_intangible_payback,5,5,false,,m02468
B2,profit_intangible,Profitable Intangible Intensity Product,"MUL(IND_RANK(RATIO(oiadp, at)), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",hidden_capital_understatement,positive,0,Intangible intensity is rewarded only when the firm is already profitable; the joint condition (high operating profitability AND high R&D+advertising intensity) identifies firms whose expensed investment is productive but whose book assets understate capital.,4,hidden_capital_understatement,hidden_capital_understatement,4,4,false,,m02469
B2,profit_intangible,Proven Profitable Intangible Acceleration,"MUL(WINSOR(GROWTH(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), at), 1), 1), INDICATOR(MA(RATIO(oiadp, at), 3), 0.05))",self_funded_innovation_sustainability,positive,0,"Accelerating intangible investment is credible news only at firms with a proven earnings base; among firms whose three-year average operating profitability exceeds 5% of assets, rising R&D and advertising intensity signals expanding, self-funded opportunity that accounting immediately expenses.",5,self_funded_innovation_sustainability,self_funded_innovation_sustainability,5,3,false,,m02470
B2,profit_intangible,Amortization Drag On Intangible Earnings,"MUL(IND_RANK(RATIO(oibdp, at)), IND_RANK(WINSOR(MUL(RATIO(dp, at), RATIO(COALESCE(intan, 0), at)), 1)))",acquired_intangible_validation,positive,1,Firms with large booked intangibles and a heavy depreciation-and-amortization charge report GAAP earnings that are depressed by non-cash write-offs of assets that are still productive; investors anchoring on bottom-line earnings undervalue those firms whose pre-amortization operating profitability is strong.,5,acquired_intangible_validation,acquired_intangible_validation,5,5,false,,m02471
B2,profit_intangible,Brand Capital Pricing Power,"MUL(IND_RANK(RATIO(oibdp, sale)), IND_RANK(RATIO(TS_SUM(xad, 3), sale)))",durable_moat_and_demand_stability,positive,1,"Advertising builds brand capital that is fully expensed; when accumulated brand investment coexists with high operating margins, the pricing power is proof that the expensed brand asset is real and productive, yet book assets record none of it.",5,durable_moat_and_demand_stability,durable_moat_and_demand_stability,5,5,false,,m02472
B2,profit_intangible,Intangible Payback Among Intangible Heavy Firms,"MIN(IND_RANK(WINSOR(RATIO(oiadp, ADD(COALESCE(intan, 0), TS_SUM(COALESCE(xrd, 0), 5))), 1)), IND_RANK(RATIO(ADD(COALESCE(intan, 0), TS_SUM(COALESCE(xrd, 0), 5)), at)))",validated_intangible_payback,positive,1,"Validated intangible productivity requires two things simultaneously: a materially large intangible capital base and a high operating profit earned per dollar of that base; firms satisfying both have proven their off-balance-sheet capital works, while the market prices them off reported assets.",5,validated_intangible_payback,validated_intangible_payback,5,5,false,,m02473
B2,profit_intangible,Organization Capital Efficiency Of Intangible Firms,"MUL(IND_RANK(WINSOR(RATIO(SUB(revt, cogs), xsga), 1)), IND_RANK(RATIO(ADD(COALESCE(intan, 0), TS_SUM(COALESCE(xrd, 0), 5)), at)))",validated_intangible_payback,positive,1,"SG&A is the expensed outlay that builds organization, distribution and human capital; gross profit earned per dollar of SG&A measures how productive that organizational capital is, and this productivity should be most mispriced at firms whose overall asset base is already intangible-heavy.",5,validated_intangible_payback,validated_intangible_payback,5,5,false,,m02474
B2,profit_intangible,Stable Earnings Intangible Capital,"MUL(IND_RANK(NEG(VOL(RATIO(oiadp, at), 5))), IND_RANK(RATIO(ADD(COALESCE(intan, 0), TS_SUM(COALESCE(xrd, 0), 5)), at)))",durable_moat_and_demand_stability,positive,1,"Investors apply a uniform uncertainty discount to intangible-intensive firms; those whose realized operating profitability has been stable for five years have demonstrably low-risk intangible capital, so the discount is unwarranted and their returns are too high.",5,durable_moat_and_demand_stability,durable_moat_and_demand_stability,5,5,false,,m02475
B2,profit_intangible,Unvalidated Goodwill Acquisition,"MUL(IND_RANK(WINSOR(RATIO(DELTA(COALESCE(gdwl, 0), 1), at), 1)), NEG(IND_ZSCORE(WINSOR(DELTA(RATIO(oiadp, at), 1), 1))))",acquired_intangible_validation,negative,1,"Goodwill added through acquisition is intangible capital bought at a negotiated price; when the following year's operating profitability fails to improve, the purchased intangible was not productive and the overpayment is only slowly recognized by investors.",5,acquired_intangible_validation,acquired_intangible_validation,5,5,false,,m02476
B2,profit_intangible,Accounting Conservatism Intensity,"MUL(IND_RANK(RATIO(oibdp, at)), IND_RANK(WINSOR(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), dp), 1)))",hidden_capital_understatement,positive,2,The ratio of expensed intangible outlays to recorded depreciation and amortization measures how much of a firm's total investment bypasses the asset base entirely; profitable firms with the most conservative accounting have the largest gap between their economic and reported capital and are therefore the most undervalued.,5,hidden_capital_understatement,hidden_capital_understatement,5,5,false,,m02477
B2,profit_intangible,Cash Profitable Goodwill Impairer,"MUL(IND_RANK(RATIO(oancf, at)), IND_RANK(NEG(WINSOR(RATIO(DELTA(COALESCE(gdwl, 0), 1), at), 1))))",acquired_intangible_validation,positive,2,"A goodwill write-down is a backward-looking non-cash charge that removes an already-paid-for intangible from the books; when the firm continues to generate strong operating cash flow, the impairment has cleaned the balance sheet without impairing the business, yet earnings-anchored investors mark the stock down.",5,acquired_intangible_validation,acquired_intangible_validation,5,5,false,,m02478
B2,profit_intangible,Hidden Equity Relative To Book Net Worth,"MUL(IND_RANK(RATIO(ib, ceq)), IND_RANK(WINSOR(RATIO(TS_SUM(COALESCE(xrd, 0), 5), ADD(ceq, COALESCE(intan, 0))), 1)))",hidden_capital_understatement,positive,2,"Book equity, not total assets, is the anchor investors use for valuation; firms whose unrecorded knowledge capital is large relative to their recorded net worth have the most understated book value, and when they simultaneously earn a high return on that understated equity the mispricing is largest.",5,hidden_capital_understatement,hidden_capital_understatement,5,5,false,,m02479
B2,profit_intangible,Invention Commercialization Complementarity,"MUL(IND_RANK(RATIO(ib, at)), MIN(IND_RANK(RATIO(COALESCE(xrd, 0), sale)), IND_RANK(RATIO(COALESCE(xad, 0), sale))))",validated_intangible_payback,positive,2,"Knowledge capital only earns rents when it is commercialized, so R&D and advertising are economic complements; firms that invest meaningfully in both and are already profitable have a complete, proven intangible production chain that the accounts record nowhere.",4,validated_intangible_payback,organic_self_built_intangibles,4,4,true,4,m02480
B2,profit_intangible,Rising Payback On Intangible Investment,"MUL(IND_RANK(TREND(RATIO(oiadp, at), 5)), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",validated_intangible_payback,positive,2,"For intangible-intensive firms the payoff to expensed investment arrives with a lag, so a five-year uptrend in operating profitability is the observable proof that the accumulated intangible base has become productive — proof that arrives too gradually for investors to fully price.",5,validated_intangible_payback,validated_intangible_payback,5,5,false,,m02481
B2,profit_intangible,Unlevered Profitable Innovator,"MUL(MIN(IND_RANK(RATIO(oiadp, at)), IND_RANK(NEG(RATIO(xint, at)))), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",self_funded_innovation_sustainability,positive,2,"Intangible assets cannot be pledged as collateral, so investors apply a financing-fragility discount to intangible-intensive firms; those that are simultaneously profitable and carry almost no interest burden face no such fragility, making the discount unwarranted.",5,self_funded_innovation_sustainability,self_funded_innovation_sustainability,5,5,false,,m02482
B2,profit_intangible,Accumulated Expensing Distortion,"MUL(IND_RANK(RATIO(oibdp, at)), IND_RANK(WINSOR(RATIO(TS_SUM(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), 5), TS_SUM(dp, 5)), 1)))",hidden_capital_understatement,positive,3,"The gap between economic and book capital is a stock that builds up over years of expensing, so the five-year cumulative ratio of expensed intangible outlays to cumulative depreciation measures how far the balance sheet has actually drifted from economic capital, and profitable firms with the largest accumulated drift are the most underpriced.",5,hidden_capital_understatement,hidden_capital_understatement,5,5,false,,m02483
B2,profit_intangible,Balance Sheet Light Intangible Shift,"MUL(IND_RANK(RATIO(oibdp, at)), IND_RANK(WINSOR(SUB(GROWTH(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), 1), GROWTH(at, 1)), 1)))",hidden_capital_understatement,positive,3,"Profitable firms that are expanding expensed intangible investment faster than their recorded asset base are actively reallocating capital from assets investors can see to assets they cannot, so the measurement gap widens exactly when the firm's growth is real but invisible.",5,hidden_capital_understatement,hidden_capital_understatement,5,5,false,,m02484
B2,profit_intangible,Cash Validated Intangible Write Down,"MUL(IND_RANK(RATIO(oancf, at)), IND_RANK(NEG(WINSOR(RATIO(DELTA(COALESCE(intan, 0), 1), at), 1))))",acquired_intangible_validation,positive,3,"Shrinking the booked intangible balance — through impairment or amortization run-off — removes overstated purchased capital from the accounts; when operating cash flow is simultaneously strong, the write-down is an accounting correction rather than economic deterioration, and earnings-anchored investors overreact to it.",5,acquired_intangible_validation,acquired_intangible_validation,5,5,false,,m02485
B2,profit_intangible,Intangible Commitment Under Earnings Pressure,"MUL(IND_RANK(RATIO(oiadp, at)), MUL(IND_RANK(WINSOR(GROWTH(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), 1), 1)), IND_RANK(NEG(WINSOR(DELTA(RATIO(oiadp, at), 1), 1)))))",other,positive,3,"Managers facing a profit decline can flatter earnings by cutting discretionary intangible spending; firms that instead raise R&D and advertising into a profitability dip are signalling private confidence in the intangible pipeline, and the market extrapolates the visible earnings dip while ignoring the invisible investment.",4,other,hidden_capital_understatement,4,3,true,4,m02486
B2,profit_intangible,Interest Burden Floored Innovator,"MUL(IND_RANK(NEG(WINSOR(RATIO(xint, MAX(oibdp, dp)), 1))), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",self_funded_innovation_sustainability,positive,3,"Because intangible assets cannot be pledged, the binding fragility measure for an innovator is the share of its distributable operating profit absorbed by interest; innovators whose profits comfortably cover debt service will not be forced to cut intangible programs and therefore do not merit the intangible-firm discount.",5,self_funded_innovation_sustainability,self_funded_innovation_sustainability,5,5,false,,m02487
B2,profit_intangible,Tax Shielded Innovator,"MUL(MIN(IND_RANK(RATIO(pi, at)), IND_RANK(NEG(WINSOR(RATIO(SUB(pi, ib), at), 1)))), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",other,positive,3,"Intangible investment carries tax benefits — immediate expensing, R&D credits and IP-related shields — so intangible-intensive firms that are pretax profitable yet pay little tax retain far more of the cash return on their hidden capital than investors, who anchor on pretax earnings, appreciate.",4,other,other,4,4,false,,m02488
B2,profit_intangible,Cash Conversion Of Innovator Profits,"MUL(IND_RANK(WINSOR(RATIO(oancf, MAX(oibdp, dp)), 1)), IND_RANK(RATIO(ADD(COALESCE(xrd, 0), COALESCE(xad, 0)), sale)))",cash_and_accrual_credibility,positive,4,"Intangible-intensive firms report earnings that are heavily distorted by expensing and accrual timing, so the trustworthy validation of hidden-asset productivity is the fraction of operating profit that arrives as cash; innovators with high cash conversion have real, not accounting, profitability.",5,cash_and_accrual_credibility,cash_and_accrual_credibility,5,5,false,,m02489
